Frame,Wavelength,Intensity
1,585.38779304249636,1693
1,585.45513172155859,1676
1,585.52246891561981,1671
1,585.58980462256773,1644
1,585.65713884029037,1652
1,585.72447156667511,1685
1,585.79180279960951,1759
1,585.85913253698106,1597
1,585.926460776677,1698
1,585.99378751658458,1675
1,586.061112754591,1676
1,586.12843648858291,1687
1,586.19575871644736,1681
1,586.26307943607094,1659
1,586.33039864534032,1699
1,586.3977163421423,1722
1,586.465032524363,1610
1,586.5323471898887,1719
1,586.59966033660567,1697
1,586.6669719624,1749
1,586.73428206515757,4043
1,586.80159064276449,6287
1,586.868897693106,4605
1,586.93620321406831,1674
1,587.00350720353663,1669
1,587.07080965939633,1654
1,587.138110579533,1661
1,587.20540996183161,1718
1,587.27270780417712,1714
1,587.340004104455,1659
1,587.40729886054987,1660
1,587.47459207034649,1641
1,587.5418837317294,1648
1,587.60917384258357,1704
1,587.676462400793,1660
1,587.74374940424241,1659
1,587.81103485081587,1698
1,587.87831873839741,1634
1,587.94560106487131,1740
1,588.01288182812164,1625
1,588.08016102603187,1681
1,588.14743865648575,1657
1,588.21471471736709,1704
1,588.28198920655939,1709
1,588.349262121946,1684
1,588.41653346141061,1723
1,588.48380322283583,1682
1,588.551071404105,1686
1,588.61833800310126,1664
1,588.68560301770754,1674
1,588.7528664458066,1596
1,588.820128285281,1694
1,588.88738853401367,1697
1,588.95464718988671,1714
1,589.02190425078288,1736
1,589.08915971458441,1718
1,589.15641357917332,1700
1,589.223665842432,1668
1,589.29091650224234,1537
1,589.35816555648614,1736
1,589.42541300304538,1695
1,589.49265883980183,1651
1,589.55990306463707,1626
1,589.62714567543242,1670
1,589.69438667006955,1637
1,589.76162604642968,1701
1,589.82886380239415,1739
1,589.89609993584406,1684
1,589.96333444466029,1624
1,590.03056732672428,1648
1,590.09779857991623,1688
1,590.16502820211724,1692
1,590.23225619120808,1688
1,590.29948254506894,1675
1,590.3667072615807,1636
1,590.43393033862378,1708
1,590.501151774078,1690
1,590.5683715658239,1690
1,590.63558971174155,1719
1,590.70280620971107,1748
1,590.7700210576121,1666
1,590.83723425332471,1702
1,590.90444579472842,1668
1,590.97165567970308,1714
1,591.0388639061282,1708
1,591.106070471883,1673
1,591.17327537484721,1639
1,591.2404786129,1742
1,591.3076801839203,1726
1,591.37488008578771,1608
1,591.44207831638084,1728
1,591.50927487357865,1722
1,591.57646975526018,1640
1,591.64366295930415,1674
1,591.71085448358906,5417
1,591.77804432599351,3726
1,591.84523248439609,1637
1,591.91241895667508,1666
1,591.97960374070885,1654
1,592.04678683437555,1723
1,592.11396823555344,1687
1,592.18114794212056,1666
1,592.24832595195471,1697
1,592.31550226293393,1661
1,592.382676872936,1669
1,592.44984977983881,1792
1,592.51702098151952,1702
1,592.584190475856,1710
1,592.65135826072549,1692
1,592.71852433400556,1661
1,592.78568869357366,1668
1,592.85285133730645,1703
1,592.92001226308139,1662
1,592.98717146877573,1666
1,593.05432895226613,1750
1,593.1214847114295,1677
1,593.18863874414251,1699
1,593.25579104828216,1664
1,593.32294162172514,1644
1,593.39009046234742,1645
1,593.457237568026,1663
1,593.52438293663738,1651
1,593.59152656605727,1725
1,593.65866845416224,1737
1,593.72580859882885,1778
1,593.79294699793229,1597
1,593.86008364934924,1739
1,593.92721855095556,1744
1,593.99435170062668,1680
1,594.06148309623859,1662
1,594.12861273566716,1709
1,594.19574061678748,1702
1,594.26286673747575,1672
1,594.32999109560683,1676
1,594.3971136890566,1657
1,594.46423451569979,1702
1,594.53135357341228,1779
1,594.59847086006846,1653
1,594.665586373544,1735
1,594.73270011171371,1642
1,594.79981207245237,1710
1,594.86692225363493,1813
1,594.93403065313623,1719
1,595.00113726883092,1649
1,595.06824209859371,1627
1,595.13534514029891,1650
1,595.20244639182113,1624
1,595.26954585103476,1753
1,595.33664351581422,1684
1,595.40373938403354,1676
1,595.47083345356725,1681
1,595.53792572228929,1665
1,595.60501618807371,1671
1,595.67210484879433,1694
1,595.73919170232523,1712
1,595.80627674654033,1734
1,595.87335997931314,1749
1,595.94044139851758,1670
1,596.00752100202715,1741
1,596.07459878771556,1658
1,596.141674753456,1712
1,596.20874889712218,1682
1,596.27582121658736,1653
1,596.34289170972465,1797
1,596.40996037440755,1774
1,596.47702720850907,1629
1,596.54409220990215,1690
