Frame,Wavelength,Intensity
1,585.38779304249636,616
1,585.45513172155859,598
1,585.52246891561981,596
1,585.58980462256773,602
1,585.65713884029037,592
1,585.72447156667511,596
1,585.79180279960951,598
1,585.85913253698106,587
1,585.926460776677,598
1,585.99378751658458,587
1,586.061112754591,592
1,586.12843648858291,589
1,586.19575871644736,594
1,586.26307943607094,592
1,586.33039864534032,586
1,586.3977163421423,591
1,586.465032524363,595
1,586.5323471898887,608
1,586.59966033660567,597
1,586.6669719624,600
1,586.73428206515757,592
1,586.80159064276449,585
1,586.868897693106,593
1,586.93620321406831,595
1,587.00350720353663,587
1,587.07080965939633,589
1,587.138110579533,590
1,587.20540996183161,599
1,587.27270780417712,582
1,587.340004104455,591
1,587.40729886054987,596
1,587.47459207034649,596
1,587.5418837317294,596
1,587.60917384258357,589
1,587.676462400793,595
1,587.74374940424241,590
1,587.81103485081587,608
1,587.87831873839741,588
1,587.94560106487131,596
1,588.01288182812164,587
1,588.08016102603187,595
1,588.14743865648575,589
1,588.21471471736709,591
1,588.28198920655939,594
1,588.349262121946,584
1,588.41653346141061,583
1,588.48380322283583,591
1,588.551071404105,593
1,588.61833800310126,592
1,588.68560301770754,591
1,588.7528664458066,595
1,588.820128285281,601
1,588.88738853401367,592
1,588.95464718988671,594
1,589.02190425078288,590
1,589.08915971458441,594
1,589.15641357917332,589
1,589.223665842432,588
1,589.29091650224234,589
1,589.35816555648614,597
1,589.42541300304538,590
1,589.49265883980183,591
1,589.55990306463707,593
1,589.62714567543242,600
1,589.69438667006955,589
1,589.76162604642968,600
1,589.82886380239415,588
1,589.89609993584406,589
1,589.96333444466029,587
1,590.03056732672428,602
1,590.09779857991623,599
1,590.16502820211724,594
1,590.23225619120808,587
1,590.29948254506894,588
1,590.3667072615807,599
1,590.43393033862378,595
1,590.501151774078,585
1,590.5683715658239,589
1,590.63558971174155,590
1,590.70280620971107,591
1,590.7700210576121,589
1,590.83723425332471,594
1,590.90444579472842,595
1,590.97165567970308,596
1,591.0388639061282,593
1,591.106070471883,593
1,591.17327537484721,585
1,591.2404786129,588
1,591.3076801839203,593
1,591.37488008578771,588
1,591.44207831638084,588
1,591.50927487357865,592
1,591.57646975526018,590
1,591.64366295930415,585
1,591.71085448358906,589
1,591.77804432599351,593
1,591.84523248439609,590
1,591.91241895667508,586
1,591.97960374070885,592
1,592.04678683437555,590
1,592.11396823555344,589
1,592.18114794212056,590
1,592.24832595195471,584
1,592.31550226293393,586
1,592.382676872936,600
1,592.44984977983881,593
1,592.51702098151952,590
1,592.584190475856,592
1,592.65135826072549,597
1,592.71852433400556,594
1,592.78568869357366,587
1,592.85285133730645,593
1,592.92001226308139,598
1,592.98717146877573,585
1,593.05432895226613,597
1,593.1214847114295,592
1,593.18863874414251,591
1,593.25579104828216,588
1,593.32294162172514,587
1,593.39009046234742,594
1,593.457237568026,594
1,593.52438293663738,597
1,593.59152656605727,585
1,593.65866845416224,590
1,593.72580859882885,589
1,593.79294699793229,594
1,593.86008364934924,592
1,593.92721855095556,589
1,593.99435170062668,590
1,594.06148309623859,596
1,594.12861273566716,592
1,594.19574061678748,604
1,594.26286673747575,586
1,594.32999109560683,595
1,594.3971136890566,590
1,594.46423451569979,590
1,594.53135357341228,596
1,594.59847086006846,587
1,594.665586373544,594
1,594.73270011171371,595
1,594.79981207245237,601
1,594.86692225363493,599
1,594.93403065313623,598
1,595.00113726883092,598
1,595.06824209859371,585
1,595.13534514029891,594
1,595.20244639182113,598
1,595.26954585103476,593
1,595.33664351581422,593
1,595.40373938403354,592
1,595.47083345356725,593
1,595.53792572228929,589
1,595.60501618807371,593
1,595.67210484879433,600
1,595.73919170232523,590
1,595.80627674654033,586
1,595.87335997931314,601
1,595.94044139851758,586
1,596.00752100202715,596
1,596.07459878771556,588
1,596.141674753456,590
1,596.20874889712218,593
1,596.27582121658736,599
1,596.34289170972465,603
1,596.40996037440755,587
1,596.47702720850907,595
1,596.54409220990215,590
1,596.61115537646015,588
1,596.67821670605542,590
1,596.74527619656158,595
1,596.81233384585107,589
1,596.8793896517966,590
1,596.94644361227085,597
1,597.01349572514664,593
1,597.08054598829642,595
1,597.14759439959244,598
1,597.2146409569076,581
1,597.28168565811393,587
1,597.34872850108354,590
1,597.41576948368925,575
1,597.48280860380271,582
1,597.54984585929628,594
1,597.61688124804209,594
1,597.6839147679118,581
1,597.75094641677765,593
1,597.8179761925112,596
1,597.88500409298456,589
1,597.95203011606941,588
1,598.01905425963719,586
1,598.0860765215599,596
1,598.15309689970877,585
1,598.22011539195546,595
1,598.28713199617141,587
1,598.35414671022772,588
1,598.4211595319963,593
1,598.48817045934777,587
1,598.55517949015393,599
1,598.62218662228543,584
1,598.68919185361358,600
1,598.75619518200961,589
1,598.823196605344,590
1,598.8901961214882,590
1,598.95719372831286,593
1,599.02418942368865,591
1,599.09118320548646,601
1,599.15817507157692,590
1,599.22516501983091,598
1,599.29215304811862,585
1,599.35913915431092,591
1,599.426123336278,592
1,599.49310559189064,598
1,599.56008591901889,589
1,599.62706431553329,594
1,599.69404077930392,588
1,599.76101530820119,588
1,599.82798790009508,595
1,599.89495855285566,595
1,599.96192726435345,603
1,600.02889403245774,586
1,600.09585885503907,585
1,600.162821729967,590
1,600.22978265511142,592
1,600.29674162834226,588
1,600.3636986475293,593
1,600.43065371054217,597
1,600.49760681525049,588
1,600.56455795952365,591
1,600.63150714123185,588
1,600.69845435824391,598
1,600.76539960842945,591
1,600.83234288965821,588
1,600.89928419979935,590
1,600.96622353672217,587
1,601.03316089829571,597
1,601.10009628238947,590
1,601.16702968687264,598
1,601.23396110961426,587
1,601.30089054848349,586
1,601.36781800134918,594
1,601.43474346608048,588
1,601.50166694054622,591
1,601.56858842261545,588
1,601.63550791015689,593
1,601.70242540103948,582
1,601.76934089313181,594
1,601.836254384303,584
1,601.90316587242125,588
1,601.97007535535556,593
1,602.03698283097413,593
1,602.10388829714577,593
1,602.170791751739,590
1,602.23769319262249,594
1,602.30459261766418,590
1,602.37149002473291,598
1,602.4383854116968,591
1,602.50527877642423,593
1,602.57217011678335,590
1,602.63905943064265,585
1,602.7059467158698,594
1,602.77283197033375,592
1,602.83971519190186,597
1,602.90659637844249,585
1,602.973475527824,587
1,603.04035263791377,591
1,603.10722770658,586
1,603.17410073169083,582
1,603.24097171111407,596
1,603.30784064271722,582
1,603.37470752436866,594
1,603.4415723539355,589
1,603.508435129286,589
1,603.57529584828762,598
1,603.64215450880829,590
1,603.70901110871534,586
1,603.77586564587637,590
1,603.84271811815927,587
1,603.90956852343118,602
1,603.97641685955978,586
1,604.04326312441265,591
1,604.11010731585691,592
1,604.17694943176025,591
1,604.24378946998979,589
1,604.31062742841311,585
1,604.37746330489722,595
1,604.44429709730969,586
1,604.51112880351752,590
1,604.57795842138808,591
1,604.64478594878835,596
1,604.71161138358582,593
1,604.77843472364736,596
1,604.84525596683989,584
1,604.91207511103084,589
1,604.97889215408679,586
1,605.04570709387508,600
1,605.11251992826271,595
1,605.17933065511659,592
1,605.24613927230314,581
1,605.31294577769,591
1,605.37975016914368,588
1,605.44655244453077,590
1,605.51335260171834,596
1,605.58015063857329,587
1,605.646946552962,586
1,605.71374034275152,596
1,605.78053200580837,594
1,605.84732153999937,585
1,605.914108943191,596
1,605.98089421324983,582
1,606.04767734804284,589
1,606.11445834543611,589
1,606.18123720329652,587
1,606.24801391949052,601
1,606.31478849188466,591
1,606.38156091834526,595
1,606.448331196739,587
1,606.51509932493207,591
1,606.58186530079115,591
1,606.64862912218234,589
1,606.71539078697231,600
1,606.78215029302726,600
1,606.84890763821352,594
1,606.91566282039742,598
1,606.98241583744527,592
1,607.04916668722319,584
