Frame,Wavelength,Intensity
1,585.38779304249636,1743
1,585.45513172155859,1643
1,585.52246891561981,1652
1,585.58980462256773,1753
1,585.65713884029037,1633
1,585.72447156667511,1645
1,585.79180279960951,1717
1,585.85913253698106,1641
1,585.926460776677,1718
1,585.99378751658458,1706
1,586.061112754591,1714
1,586.12843648858291,1724
1,586.19575871644736,1695
1,586.26307943607094,1687
1,586.33039864534032,1725
1,586.3977163421423,1683
1,586.465032524363,1642
1,586.5323471898887,1687
1,586.59966033660567,1657
1,586.6669719624,1625
1,586.73428206515757,1645
1,586.80159064276449,1699
1,586.868897693106,1672
1,586.93620321406831,1649
1,587.00350720353663,1651
1,587.07080965939633,1671
1,587.138110579533,1661
1,587.20540996183161,1647
1,587.27270780417712,1711
1,587.340004104455,1684
1,587.40729886054987,1688
1,587.47459207034649,1670
1,587.5418837317294,1758
1,587.60917384258357,1741
1,587.676462400793,1656
1,587.74374940424241,1653
1,587.81103485081587,1674
1,587.87831873839741,1692
1,587.94560106487131,1668
1,588.01288182812164,1674
1,588.08016102603187,1600
1,588.14743865648575,1743
1,588.21471471736709,1713
1,588.28198920655939,1662
1,588.349262121946,1700
1,588.41653346141061,1698
1,588.48380322283583,1685
1,588.551071404105,1705
1,588.61833800310126,1708
1,588.68560301770754,1620
1,588.7528664458066,1614
1,588.820128285281,1701
1,588.88738853401367,1714
1,588.95464718988671,1701
1,589.02190425078288,1697
1,589.08915971458441,1706
1,589.15641357917332,1673
1,589.223665842432,1682
1,589.29091650224234,1624
1,589.35816555648614,1733
1,589.42541300304538,1725
1,589.49265883980183,1672
1,589.55990306463707,1663
1,589.62714567543242,1635
1,589.69438667006955,1664
1,589.76162604642968,1705
1,589.82886380239415,1682
1,589.89609993584406,1724
1,589.96333444466029,1702
1,590.03056732672428,1600
1,590.09779857991623,1662
1,590.16502820211724,1721
1,590.23225619120808,1686
1,590.29948254506894,1743
1,590.3667072615807,1641
1,590.43393033862378,1687
1,590.501151774078,1695
1,590.5683715658239,1654
1,590.63558971174155,1653
1,590.70280620971107,1687
1,590.7700210576121,1696
1,590.83723425332471,1662
1,590.90444579472842,1684
1,590.97165567970308,1684
1,591.0388639061282,1780
1,591.106070471883,1661
1,591.17327537484721,1664
1,591.2404786129,1661
1,591.3076801839203,1704
1,591.37488008578771,1690
1,591.44207831638084,1687
1,591.50927487357865,1719
1,591.57646975526018,1623
1,591.64366295930415,1657
1,591.71085448358906,1711
1,591.77804432599351,1670
1,591.84523248439609,1647
1,591.91241895667508,1702
1,591.97960374070885,1696
1,592.04678683437555,1670
1,592.11396823555344,1704
1,592.18114794212056,1642
